day_sin,day_cos,dummy_department_finishing,dummy_department_sewing,dummy_team_1,dummy_team_2,dummy_team_3,dummy_team_4,dummy_team_5,dummy_team_6,dummy_team_7,dummy_team_8,dummy_team_9,dummy_team_10,dummy_team_11,dummy_team_12,dummy_no_of_style_change_no,dummy_no_of_style_change_yes,dummy_incentive_no,dummy_incentive_yes,norm_no_of_workers,norm_targeted_productivity,norm_over_time,norm_idle_time,norm_idle_men,norm_productivity_difference,Classification
-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9636203235008656,0.7188363796702196,0.6427748856038321,-0.0574486796102864,-0.1129574507030137,0.033318369015097,Normal
-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9636203235008656,0.7188363796702196,0.6427748856038321,-0.0574486796102864,-0.1129574507030137,0.033318369015097,Normal
-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.873520844729538,0.2080640025686799,0.5711079268962889,-0.0574486796102864,-0.1129574507030137,-0.1989039365399716,Normal
-0.7818314824680299,0.6234898018587334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.1437433075774186,Normal
-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9185705841152018,0.2080640025686799,0.6069414062500604,-0.0574486796102864,-0.1129574507030137,0.0325810609706351,Normal
-0.7818314824680299,0.6234898018587334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,-0.3027083745328596,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.0227769191715948,Normal
-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.1438192810435208,-0.3027083745328596,2.756950167476357,-0.0574486796102864,-0.1129574507030137,0.0332619105714311,Normal
-0.7818314824680299,0.6234898018587334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0311949325793612,-0.3027083745328596,0.6965251046344896,-0.0574486796102864,-0.1129574507030137,0.0343164990775224,Normal
-0.7818314824680299,0.6234898018587334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,1.1064639934370608,Normal
-0.7818314824680299,0.6234898018587334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,1.1253344879882283,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.2080640025686799,-0.8980647266083477,-0.0574486796102864,-0.1129574507030137,-1.473805296135533,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,-0.7882640099153195,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,-0.6857126254788621,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.1626231611407295,0.7188363796702196,0.7189210292305968,-0.0574486796102864,-0.1129574507030137,-0.4638600206579639,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6581702943830314,0.7188363796702196,0.6069414062500604,-0.0574486796102864,-0.1129574507030137,-0.3511963155267152,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0987695416578571,0.7188363796702196,0.7502753236651469,-0.0574486796102864,-0.1129574507030137,-0.28179753160649,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9861451931936976,0.7188363796702196,0.7323585839882611,-0.0574486796102864,-0.1129574507030137,-0.2809663718628,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9861451931936976,0.7188363796702196,0.6606916252807179,-0.0574486796102864,-0.1129574507030137,-0.2803960091499343,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9410954538080336,0.7188363796702196,-0.0918114411484861,-0.0574486796102864,-0.1129574507030137,0.0303632773528351,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0987695416578571,0.7188363796702196,0.7502753236651469,-0.0574486796102864,-0.1129574507030137,0.0321087165626556,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9410954538080336,0.7188363796702196,0.6248581459269463,-0.0574486796102864,-0.1129574507030137,0.0326134942788353,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.1626231611407295,0.7188363796702196,0.7189210292305968,-0.0574486796102864,-0.1129574507030137,0.0339105704886455,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.0834227890284921,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.748269773154359,-0.3027083745328596,-0.0738947014716003,-0.0574486796102864,-0.1129574507030137,-0.3358878377838221,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.873520844729538,0.2080640025686799,0.5711079268962889,-0.0574486796102864,-0.1129574507030137,0.0319224811586942,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9185705841152018,0.2080640025686799,0.6069414062500604,-0.0574486796102864,-0.1129574507030137,0.0325810609706351,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0311949325793612,-0.3027083745328596,0.6965251046344896,-0.0574486796102864,-0.1129574507030137,0.0343164990775224,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.7667950540353363,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.8611475330379584,Normal
-2.4492935982947064e-16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0537198022721932,-0.3027083745328596,0.7144418443113754,-0.0574486796102864,-0.1129574507030137,0.6373376105504738,Normal
-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.2080640025686799,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,2.5588415274306437,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-0.7905642885470329,-0.0574486796102864,-0.1129574507030137,-0.9720019179625122,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.1086676882396695,0.7188363796702196,-0.6472303711319464,-0.0574486796102864,-0.1129574507030137,-0.8374140648426458,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8383692519256867,0.7188363796702196,-0.2172286188866868,-0.0574486796102864,-0.1129574507030137,-0.55099462683838,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.2080640025686799,-0.7905642885470329,-0.0574486796102864,-0.1129574507030137,-0.7491890698307735,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0987695416578571,0.7188363796702196,0.7502753236651469,-0.0574486796102864,-0.1129574507030137,-0.28179753160649,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-0.7905642885470329,-0.0574486796102864,-0.1129574507030137,-0.0960421368587009,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.0065092475777563,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9861451931936976,0.7188363796702196,0.6606916252807179,-0.0574486796102864,-0.1129574507030137,0.0298241298250758,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9861451931936976,0.7188363796702196,0.6606916252807179,-0.0574486796102864,-0.1129574507030137,0.0298241298250758,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0987695416578571,0.7188363796702196,0.7502753236651469,-0.0574486796102864,-0.1129574507030137,0.0321087165626556,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9185705841152018,0.7188363796702196,0.0694392159434861,-0.0574486796102864,-0.1129574507030137,0.0325315114712822,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.1175734217550657,0.7188363796702196,0.7861088030189186,-0.0574486796102864,-0.1129574507030137,0.0325624393042747,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.1175734217550657,0.7188363796702196,0.7861088030189186,-0.0574486796102864,-0.1129574507030137,0.0325624393042747,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0311949325793612,0.7188363796702196,0.6965251046344896,-0.0574486796102864,-0.1129574507030137,0.0336212006628084,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0311949325793612,0.7188363796702196,0.6965251046344896,-0.0574486796102864,-0.1129574507030137,0.0336212006628084,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.2080640025686799,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,-0.0494515334598065,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,-1.3242531287359378,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,-0.960831448094127,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0762446719650252,0.2080640025686799,0.7323585839882611,-0.0574486796102864,-0.1129574507030137,0.0316005031146744,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9185705841152018,0.2080640025686799,0.6069414062500604,-0.0574486796102864,-0.1129574507030137,0.0325810609706351,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.8045360431376711,Normal
0.7818314824680297,0.6234898018587336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-1.0772321233772058,-0.0574486796102864,-0.1129574507030137,0.8800180338359108,Normal
0.7818314824680297,0.6234898018587336,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0537198022721932,-1.3242531287359378,0.7144418443113754,-0.0574486796102864,-0.1129574507030137,0.033919709535236,Normal
0.9749279121818236,-0.2225209339563143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.748269773154359,0.7188363796702196,-0.0380612221178287,-0.0574486796102864,-0.1129574507030137,-1.0077480087391448,Normal
0.9749279121818236,-0.2225209339563143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-0.9338982059621194,-0.0574486796102864,-0.1129574507030137,-0.8185632851452301,Normal
0.9749279121818236,-0.2225209339563143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1086676882396695,0.2080640025686799,-0.8263977679008044,-0.0574486796102864,-0.1129574507030137,-0.8977128945537324,Normal
0.9749279121818236,-0.2225209339563143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.8834189913113505,0.7188363796702196,-0.5576466727475173,-0.0574486796102864,-0.1129574507030137,-0.519908594013216,Normal
0.9749279121818236,-0.2225209339563143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1987671670109972,0.7188363796702196,-0.9338982059621194,-0.0574486796102864,-0.1129574507030137,-0.3291134742096086,Normal
0.9749279121818236,-0.2225209339563143,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0987695416578571,0.7188363796702196,1.807362964601409,-0.0574486796102864,-0.1129574507030137,-0.2813778663371943,Normal
